date,ticker,open,high,low,close,volume,returns_pct
2022-06-14,INFOSYS,1548.07,1561.21,1515.06,1538.13,5064411,-0.5072
2022-06-15,INFOSYS,1549.63,1572.91,1526.42,1549.67,1547500,0.7499
2022-06-16,INFOSYS,1556.27,1567.82,1521.48,1544.65,4440875,-0.324
2022-06-17,INFOSYS,1514.0,1543.57,1497.94,1520.75,3104499,-1.5468
2022-06-20,INFOSYS,1547.89,1573.15,1526.65,1549.9,4030147,1.9164
2022-06-21,INFOSYS,1565.56,1589.3,1542.33,1565.82,6036867,1.027
2022-06-22,INFOSYS,1550.72,1569.27,1522.89,1546.08,1261507,-1.2604
2022-06-23,INFOSYS,1555.46,1589.21,1542.24,1565.72,4167483,1.2705
2022-06-24,INFOSYS,1611.89,1628.12,1580.0,1604.06,5380579,2.4486
2022-06-27,INFOSYS,1625.66,1635.65,1587.3,1611.48,4103145,0.4622
2022-06-28,INFOSYS,1628.61,1659.56,1610.51,1635.04,5962701,1.4621
2022-06-29,INFOSYS,1671.75,1693.55,1643.49,1668.52,3540557,2.0478
2022-06-30,INFOSYS,1647.16,1674.14,1624.66,1649.4,2444227,-1.1457
2022-07-01,INFOSYS,1671.18,1689.69,1639.75,1664.72,4887343,0.9286
2022-07-04,INFOSYS,1640.84,1655.62,1606.68,1631.15,1569037,-2.0164
2022-07-05,INFOSYS,1616.76,1654.13,1605.24,1629.68,1502125,-0.09
2022-07-06,INFOSYS,1603.92,1642.04,1593.5,1617.77,2792500,-0.731
2022-07-07,INFOSYS,1616.45,1631.24,1583.02,1607.13,4147613,-0.6578
2022-07-08,INFOSYS,1574.91,1611.72,1564.08,1587.9,5424654,-1.1966
2022-07-11,INFOSYS,1554.15,1590.91,1543.89,1567.4,5130211,-1.2908
2022-07-12,INFOSYS,1531.49,1564.6,1518.36,1541.48,3491372,-1.6536
2022-07-13,INFOSYS,1507.56,1526.17,1481.06,1503.61,1397776,-2.4568
2022-07-14,INFOSYS,1492.72,1517.52,1472.66,1495.09,3262396,-0.5667
2022-07-15,INFOSYS,1462.46,1485.8,1441.88,1463.84,2822118,-2.09
2022-07-18,INFOSYS,1452.82,1469.59,1426.15,1447.87,2790829,-1.0913
2022-07-19,INFOSYS,1416.97,1449.02,1406.2,1427.61,4247136,-1.3992
2022-07-20,INFOSYS,1386.24,1417.98,1376.07,1397.02,4038392,-2.1424
2022-07-21,INFOSYS,1416.31,1424.9,1382.79,1403.85,2894483,0.4882
2022-07-22,INFOSYS,1405.32,1427.13,1384.95,1406.04,2634597,0.1561
2022-07-25,INFOSYS,1401.96,1432.78,1390.43,1411.61,4705978,0.3961
2022-07-26,INFOSYS,1423.91,1434.17,1391.78,1412.97,3041577,0.0967
2022-07-27,INFOSYS,1416.78,1448.04,1405.24,1426.64,3455465,0.9671
2022-07-28,INFOSYS,1435.56,1443.5,1400.84,1422.17,3674167,-0.3129
2022-07-29,INFOSYS,1446.77,1478.02,1434.33,1456.18,3058561,2.3911
2022-08-01,INFOSYS,1440.94,1448.39,1405.58,1426.98,2324314,-2.0048
2022-08-02,INFOSYS,1394.34,1416.51,1374.65,1395.58,4308863,-2.2008
2022-08-03,INFOSYS,1362.23,1371.81,1331.26,1351.53,9457764,-3.1561
2022-08-04,INFOSYS,1323.74,1333.75,1294.32,1314.03,3446958,-2.7745
2022-08-05,INFOSYS,1306.96,1324.94,1285.78,1305.36,4083462,-0.6603
2022-08-08,INFOSYS,1289.3,1320.17,1281.15,1300.66,1963200,-0.36
2022-08-09,INFOSYS,1319.82,1339.51,1299.92,1319.72,1629293,1.4652
2022-08-10,INFOSYS,1304.32,1333.94,1294.52,1314.23,1398502,-0.4157
2022-08-11,INFOSYS,1357.6,1365.14,1324.79,1344.97,3719910,2.3386
2022-08-12,INFOSYS,1342.57,1370.76,1330.24,1350.5,3364372,0.4117
2022-08-15,INFOSYS,1373.03,1381.86,1341.02,1361.44,1701914,0.8098
2022-08-16,INFOSYS,1369.17,1400.61,1359.21,1379.91,2763461,1.3567
2022-08-17,INFOSYS,1364.9,1392.89,1351.72,1372.3,2782028,-0.5513
2022-08-18,INFOSYS,1414.32,1428.36,1386.15,1407.25,6252150,2.547
2022-08-19,INFOSYS,1411.21,1437.32,1394.83,1416.08,2794801,0.6268
2022-08-22,INFOSYS,1450.97,1473.64,1430.09,1451.87,647937,2.5275
2022-08-23,INFOSYS,1471.8,1496.93,1452.68,1474.81,2625603,1.5801
2022-08-24,INFOSYS,1483.26,1510.03,1465.4,1487.72,2817235,0.8753
2022-08-25,INFOSYS,1469.29,1502.4,1457.99,1480.2,5703615,-0.5054
2022-08-26,INFOSYS,1469.79,1501.02,1456.66,1478.84,2439833,-0.0915
2022-08-29,INFOSYS,1487.57,1509.18,1464.57,1486.88,3709530,0.5433
2022-08-30,INFOSYS,1465.11,1483.81,1439.95,1461.88,1802547,-1.681
2022-08-31,INFOSYS,1417.73,1434.23,1391.84,1413.04,3712030,-3.3414
2022-09-01,INFOSYS,1391.53,1426.13,1383.98,1405.06,2182339,-0.5647
2022-09-02,INFOSYS,1411.47,1419.47,1377.52,1398.5,5084971,-0.4668
2022-09-05,INFOSYS,1406.35,1430.93,1388.64,1409.78,5242023,0.807
2022-09-06,INFOSYS,1434.57,1460.32,1417.15,1438.74,8829546,2.0537
2022-09-07,INFOSYS,1437.53,1460.45,1417.29,1438.87,1405873,0.0094
2022-09-08,INFOSYS,1409.1,1434.7,1392.29,1413.5,2678942,-1.7636
2022-09-09,INFOSYS,1426.51,1435.31,1392.89,1414.1,3227551,0.0429
2022-09-12,INFOSYS,1429.42,1439.21,1396.67,1417.94,1712569,0.2713
2022-09-13,INFOSYS,1421.19,1434.81,1392.41,1413.61,1214216,-0.3053
2022-09-14,INFOSYS,1398.15,1415.6,1373.76,1394.68,8810149,-1.3389
2022-09-15,INFOSYS,1447.97,1458.02,1414.93,1436.48,9686172,2.9968
2022-09-16,INFOSYS,1446.09,1475.76,1432.15,1453.96,2539717,1.2167
2022-09-19,INFOSYS,1469.61,1490.12,1446.08,1468.1,7777450,0.973
2022-09-20,INFOSYS,1421.29,1450.36,1407.49,1428.92,4559936,-2.6688
2022-09-21,INFOSYS,1394.73,1424.18,1382.08,1403.13,5304040,-1.8049
2022-09-22,INFOSYS,1380.11,1391.86,1350.72,1371.29,7098531,-2.2691
2022-09-23,INFOSYS,1359.47,1386.23,1345.26,1365.74,2063749,-0.4047
2022-09-26,INFOSYS,1383.21,1411.07,1369.36,1390.22,4410887,1.7919
2022-09-27,INFOSYS,1386.66,1407.31,1365.71,1386.51,2522538,-0.2665
2022-09-28,INFOSYS,1371.77,1400.87,1359.46,1380.17,4959870,-0.4576
2022-09-29,INFOSYS,1349.39,1366.38,1325.99,1346.18,1928400,-2.4622
2022-09-30,INFOSYS,1355.13,1372.97,1332.39,1352.68,1399506,0.4823
2022-10-03,INFOSYS,1332.18,1363.32,1323.02,1343.17,4751494,-0.7028
2022-10-04,INFOSYS,1355.85,1386.23,1345.25,1365.74,1382176,1.6803
2022-10-05,INFOSYS,1351.16,1370.22,1329.72,1349.97,3275091,-1.1545
2022-10-06,INFOSYS,1346.77,1366.85,1326.45,1346.65,8135605,-0.2457
2022-10-07,INFOSYS,1325.85,1355.11,1315.06,1335.09,744682,-0.859
2022-10-10,INFOSYS,1336.62,1348.24,1308.39,1328.31,4293286,-0.5075
2022-10-11,INFOSYS,1339.43,1362.86,1322.58,1342.72,2960108,1.085
2022-10-12,INFOSYS,1320.72,1339.03,1299.45,1319.24,4249523,-1.749
2022-10-13,INFOSYS,1320.39,1335.6,1296.13,1315.86,4609622,-0.2559
2022-10-14,INFOSYS,1305.49,1335.06,1295.6,1315.33,5964551,-0.0403
2022-10-17,INFOSYS,1332.83,1347.78,1307.95,1327.87,917400,0.9529
2022-10-18,INFOSYS,1314.34,1340.4,1300.78,1320.59,2395760,-0.5479
2022-10-19,INFOSYS,1351.23,1361.72,1321.47,1341.6,2977854,1.5906
2022-10-20,INFOSYS,1288.4,1320.84,1281.8,1301.32,2923042,-3.0022
2022-10-21,INFOSYS,1307.21,1330.36,1291.04,1310.7,2485044,0.7208
2022-10-24,INFOSYS,1308.17,1330.35,1291.02,1310.68,4553088,-0.001
2022-10-25,INFOSYS,1342.07,1350.05,1310.14,1330.09,4654193,1.4809
2022-10-26,INFOSYS,1298.09,1329.53,1290.23,1309.88,3351525,-1.52
2022-10-27,INFOSYS,1348.18,1363.66,1323.35,1343.51,2653898,2.5673
2022-10-28,INFOSYS,1385.02,1391.97,1350.83,1371.4,2579572,2.0764
2022-10-31,INFOSYS,1350.26,1382.7,1341.83,1362.26,3057565,-0.6663
2022-11-01,INFOSYS,1372.57,1391.97,1350.83,1371.4,4235494,0.6705
2022-11-02,INFOSYS,1336.61,1369.44,1328.96,1349.2,5758240,-1.6188
2022-11-03,INFOSYS,1364.44,1382.55,1341.68,1362.11,5641157,0.9573
2022-11-04,INFOSYS,1344.47,1365.64,1325.27,1345.45,4491801,-1.2232
2022-11-07,INFOSYS,1354.07,1372.37,1331.81,1352.09,2559307,0.4931
2022-11-08,INFOSYS,1328.02,1352.17,1312.2,1332.19,4031237,-1.4719
2022-11-09,INFOSYS,1347.87,1376.47,1335.79,1356.13,2058078,1.7973
2022-11-10,INFOSYS,1368.79,1388.66,1347.62,1368.14,1650014,0.8857
2022-11-11,INFOSYS,1417.21,1430.46,1388.18,1409.32,2818126,3.0102
2022-11-14,INFOSYS,1412.28,1434.66,1392.26,1413.46,3274440,0.2933
2022-11-15,INFOSYS,1373.42,1402.25,1360.8,1381.52,2602307,-2.2593
2022-11-16,INFOSYS,1401.46,1408.59,1366.96,1387.77,2265527,0.4523
2022-11-17,INFOSYS,1441.32,1462.81,1419.57,1441.19,3738125,3.8492
2022-11-18,INFOSYS,1433.51,1458.06,1414.97,1436.52,7754379,-0.3244
2022-11-21,INFOSYS,1446.28,1469.33,1425.9,1447.61,5393913,0.7724
2022-11-22,INFOSYS,1465.86,1483.72,1439.86,1461.79,4114680,0.9794
2022-11-23,INFOSYS,1433.81,1456.12,1413.08,1434.6,3010480,-1.86
2022-11-24,INFOSYS,1450.49,1462.22,1419.0,1440.61,5580489,0.4189
2022-11-25,INFOSYS,1443.53,1478.12,1434.43,1456.28,2007882,1.0876
2022-11-28,INFOSYS,1466.38,1494.68,1450.5,1472.59,6021501,1.1199
2022-11-29,INFOSYS,1458.99,1486.18,1442.26,1464.22,1990224,-0.5683
2022-11-30,INFOSYS,1431.74,1465.93,1422.6,1444.26,1279217,-1.3629
2022-12-01,INFOSYS,1436.36,1450.03,1407.17,1428.6,2809404,-1.0844
2022-12-02,INFOSYS,1424.16,1445.1,1402.38,1423.74,2783975,-0.3403
2022-12-05,INFOSYS,1418.53,1447.98,1405.18,1426.58,3050269,0.1997
2022-12-06,INFOSYS,1389.2,1419.41,1377.45,1398.43,2806254,-1.9736
2022-12-07,INFOSYS,1407.89,1442.22,1399.59,1420.9,3109974,1.6073
2022-12-08,INFOSYS,1451.97,1461.62,1418.42,1440.02,3842746,1.3454
2022-12-09,INFOSYS,1500.99,1516.8,1471.97,1494.38,4421206,3.7749
2022-12-12,INFOSYS,1488.89,1524.07,1479.03,1501.55,2600506,0.4797
2022-12-13,INFOSYS,1497.92,1520.38,1475.44,1497.91,2266070,-0.2426
2022-12-14,INFOSYS,1474.43,1486.21,1442.28,1464.25,2466315,-2.2473
2022-12-15,INFOSYS,1426.69,1452.72,1409.79,1431.26,3729168,-2.253
2022-12-16,INFOSYS,1417.85,1430.43,1388.15,1409.29,3932086,-1.5347
2022-12-19,INFOSYS,1382.04,1403.29,1361.81,1382.55,4311514,-1.8974
2022-12-20,INFOSYS,1386.57,1393.54,1352.35,1372.95,8108367,-0.6947
2022-12-21,INFOSYS,1345.0,1378.21,1337.47,1357.84,2757824,-1.1002
2022-12-22,INFOSYS,1378.78,1401.47,1360.05,1380.76,3963269,1.688
2022-12-23,INFOSYS,1386.98,1413.05,1371.28,1392.16,1475981,0.8258
2022-12-26,INFOSYS,1410.33,1427.1,1384.92,1406.01,4052601,0.9943
2022-12-27,INFOSYS,1373.76,1393.09,1351.92,1372.51,2441816,-2.3825
2022-12-28,INFOSYS,1380.54,1394.23,1353.02,1373.63,997676,0.0816
2022-12-29,INFOSYS,1333.12,1360.26,1320.06,1340.16,2918684,-2.4365
2022-12-30,INFOSYS,1362.91,1372.76,1332.19,1352.48,1963114,0.9192
2023-01-02,INFOSYS,1338.72,1358.06,1317.92,1337.99,874939,-1.071
2023-01-03,INFOSYS,1312.25,1331.41,1292.06,1311.74,1942362,-1.9623
2023-01-04,INFOSYS,1312.29,1323.14,1284.03,1303.59,3700992,-0.6214
2023-01-05,INFOSYS,1287.45,1310.84,1272.1,1291.47,2827874,-0.9293
2023-01-06,INFOSYS,1302.42,1325.63,1286.45,1306.04,2804081,1.128
2023-01-09,INFOSYS,1289.44,1315.15,1276.28,1295.71,5073374,-0.7908
2023-01-10,INFOSYS,1283.92,1316.0,1277.1,1296.55,4406933,0.0645
2023-01-11,INFOSYS,1268.53,1298.32,1259.94,1279.13,3059818,-1.3434
2023-01-12,INFOSYS,1280.5,1288.36,1250.28,1269.32,6483610,-0.7665
2023-01-13,INFOSYS,1259.22,1269.24,1231.72,1250.48,1736090,-1.4845
2023-01-16,INFOSYS,1253.36,1262.5,1225.19,1243.85,1845619,-0.5305
2023-01-17,INFOSYS,1252.31,1272.76,1235.14,1253.95,7391370,0.8122
2023-01-18,INFOSYS,1267.21,1279.39,1241.57,1260.48,989542,0.521
2023-01-19,INFOSYS,1282.22,1305.05,1266.47,1285.76,1666408,2.0055
2023-01-20,INFOSYS,1268.84,1279.22,1241.41,1260.31,1098431,-1.979
2023-01-23,INFOSYS,1256.06,1277.02,1239.27,1258.15,3613673,-0.1721
2023-01-24,INFOSYS,1250.35,1266.57,1229.14,1247.85,6077513,-0.8181
2023-01-25,INFOSYS,1253.33,1268.61,1231.12,1249.86,6743849,0.1611
2023-01-26,INFOSYS,1244.32,1271.18,1233.6,1252.39,1482788,0.2022
2023-01-27,INFOSYS,1231.13,1254.19,1217.12,1235.66,2700424,-1.3359
2023-01-30,INFOSYS,1238.54,1259.92,1222.68,1241.3,5358798,0.4567
2023-01-31,INFOSYS,1248.89,1257.57,1220.4,1238.99,6088836,-0.1865
2023-02-01,INFOSYS,1275.61,1283.32,1245.39,1264.36,1676636,2.0479
2023-02-02,INFOSYS,1249.72,1255.95,1218.83,1237.39,10290438,-2.133
2023-02-03,INFOSYS,1225.29,1245.3,1208.49,1226.9,4794866,-0.8481
2023-02-06,INFOSYS,1257.5,1270.01,1232.48,1251.24,2195050,1.9845
2023-02-07,INFOSYS,1244.24,1274.21,1236.55,1255.38,6794055,0.3308
2023-02-08,INFOSYS,1241.52,1256.97,1219.82,1238.4,3427508,-1.3529
2023-02-09,INFOSYS,1245.35,1256.13,1219.0,1237.57,2787307,-0.0672
2023-02-10,INFOSYS,1204.37,1220.57,1184.49,1202.53,3341547,-2.8309
2023-02-13,INFOSYS,1210.83,1232.47,1196.04,1214.25,1147506,0.9745
2023-02-14,INFOSYS,1189.5,1216.82,1180.85,1198.83,3050779,-1.2697
2023-02-15,INFOSYS,1196.03,1217.81,1181.82,1199.81,1202880,0.0816
2023-02-16,INFOSYS,1191.6,1221.12,1185.03,1203.08,2591323,0.2721
2023-02-17,INFOSYS,1197.65,1216.14,1180.19,1198.17,3132979,-0.4082
2023-02-20,INFOSYS,1142.2,1169.58,1135.01,1152.29,6223811,-3.8286
2023-02-21,INFOSYS,1156.23,1164.38,1129.96,1147.17,2484532,-0.4445
2023-02-22,INFOSYS,1112.12,1121.06,1087.93,1104.49,1363909,-3.7203
2023-02-23,INFOSYS,1126.78,1147.7,1113.78,1130.74,9534817,2.3763
2023-02-24,INFOSYS,1116.48,1142.66,1108.89,1125.78,3322301,-0.4387
2023-02-27,INFOSYS,1101.53,1127.44,1094.12,1110.78,1648478,-1.3323
2023-02-28,INFOSYS,1080.59,1092.31,1060.03,1076.17,3678082,-3.1159
2023-03-01,INFOSYS,1088.93,1102.28,1069.7,1085.99,4313266,0.913
2023-03-02,INFOSYS,1095.19,1109.59,1076.8,1093.19,2938784,0.663
2023-03-03,INFOSYS,1093.21,1106.69,1073.98,1090.33,2465404,-0.2617
2023-03-06,INFOSYS,1083.25,1105.89,1073.2,1089.55,3286191,-0.0721
2023-03-07,INFOSYS,1073.1,1092.39,1060.1,1076.24,3003959,-1.2213
2023-03-08,INFOSYS,1058.09,1079.75,1047.83,1063.79,4431113,-1.1568
2023-03-09,INFOSYS,1086.66,1099.71,1067.2,1083.46,5189177,1.8485
2023-03-10,INFOSYS,1087.59,1093.64,1061.32,1077.48,6184984,-0.5517
2023-03-13,INFOSYS,1078.08,1099.57,1067.07,1083.32,5019236,0.5425
2023-03-14,INFOSYS,1082.9,1093.4,1061.08,1077.24,9868596,-0.5616
2023-03-15,INFOSYS,1066.77,1090.62,1058.39,1074.5,7100377,-0.2538
2023-03-16,INFOSYS,1113.82,1125.24,1091.98,1108.61,2070413,3.1741
2023-03-17,INFOSYS,1124.23,1148.46,1114.51,1131.49,4062496,2.0635
2023-03-20,INFOSYS,1151.96,1160.81,1126.5,1143.65,1932867,1.0752
2023-03-21,INFOSYS,1135.92,1159.55,1125.28,1142.42,3911494,-0.1081
2023-03-22,INFOSYS,1155.63,1173.7,1139.01,1156.35,3287275,1.22
2023-03-23,INFOSYS,1118.77,1142.84,1109.06,1125.95,5225467,-2.6291
2023-03-24,INFOSYS,1132.86,1141.91,1108.16,1125.04,7674850,-0.0813
2023-03-27,INFOSYS,1104.57,1129.4,1096.02,1112.71,2276990,-1.0958
2023-03-28,INFOSYS,1130.61,1141.51,1107.77,1124.64,3400497,1.0725
2023-03-29,INFOSYS,1140.26,1155.57,1121.41,1138.49,2645110,1.2311
2023-03-30,INFOSYS,1165.88,1175.94,1141.18,1158.56,3697553,1.7628
2023-03-31,INFOSYS,1167.57,1175.03,1140.3,1157.66,2709324,-0.0775
2023-04-03,INFOSYS,1154.32,1173.8,1139.11,1156.46,4706692,-0.104
2023-04-04,INFOSYS,1172.99,1184.9,1149.87,1167.39,3705862,0.9451
2023-04-05,INFOSYS,1193.03,1207.87,1172.17,1190.02,4357538,1.9391
2023-04-06,INFOSYS,1169.12,1182.39,1147.45,1164.92,1298697,-2.1095
2023-04-07,INFOSYS,1162.93,1179.88,1145.01,1162.44,5316160,-0.2124
2023-04-10,INFOSYS,1133.74,1139.7,1106.02,1122.86,3274387,-3.4054
2023-04-11,INFOSYS,1144.61,1156.77,1122.58,1139.67,4739692,1.4974
2023-04-12,INFOSYS,1135.3,1144.94,1111.1,1128.02,2821297,-1.0221
2023-04-13,INFOSYS,1140.85,1152.41,1118.35,1135.38,6891884,0.6523
2023-04-14,INFOSYS,1110.35,1129.56,1096.17,1112.86,1466595,-1.9833
2023-04-17,INFOSYS,1104.5,1128.44,1095.09,1111.76,4691603,-0.0987
2023-04-18,INFOSYS,1099.02,1119.94,1086.84,1103.39,5395041,-0.7532
2023-04-19,INFOSYS,1091.17,1107.31,1074.58,1090.94,6173610,-1.1281
2023-04-20,INFOSYS,1096.61,1123.66,1090.45,1107.06,3994958,1.4772
2023-04-21,INFOSYS,1100.59,1108.85,1076.08,1092.46,4076945,-1.3183
2023-04-24,INFOSYS,1111.54,1129.0,1095.63,1112.31,1013520,1.8168
2023-04-25,INFOSYS,1145.4,1155.9,1121.74,1138.82,6002221,2.3831
2023-04-26,INFOSYS,1140.89,1147.2,1113.29,1130.24,4878859,-0.753
2023-04-27,INFOSYS,1165.77,1176.69,1141.92,1159.31,2378928,2.5713
2023-04-28,INFOSYS,1172.1,1193.2,1157.94,1175.57,4014185,1.403
2023-05-01,INFOSYS,1218.21,1234.15,1197.68,1215.92,5352358,3.4321
2023-05-02,INFOSYS,1243.2,1267.86,1230.39,1249.12,1699997,2.7312
2023-05-03,INFOSYS,1248.53,1271.9,1234.3,1253.1,10227124,0.3182
2023-05-04,INFOSYS,1271.99,1292.58,1254.38,1273.48,3607975,1.6263
2023-05-05,INFOSYS,1265.39,1288.49,1250.4,1269.44,2309542,-0.3168
2023-05-08,INFOSYS,1289.6,1314.91,1276.04,1295.48,3442234,2.0507
2023-05-09,INFOSYS,1270.68,1292.69,1254.48,1273.59,6547729,-1.6897
2023-05-10,INFOSYS,1272.13,1284.7,1246.73,1265.72,3123925,-0.618
2023-05-11,INFOSYS,1252.33,1271.82,1234.23,1253.02,8452526,-1.0027
2023-05-12,INFOSYS,1246.5,1265.16,1227.76,1246.46,3151468,-0.5241
2023-05-15,INFOSYS,1231.56,1259.29,1222.07,1240.68,10356770,-0.4632
2023-05-16,INFOSYS,1243.18,1259.66,1222.43,1241.05,2116213,0.0291
2023-05-17,INFOSYS,1244.32,1272.46,1234.85,1253.65,3137774,1.016
2023-05-18,INFOSYS,1268.67,1275.26,1237.56,1256.41,3780850,0.2199
2023-05-19,INFOSYS,1273.47,1284.4,1246.44,1265.42,3639015,0.7171
2023-05-22,INFOSYS,1240.49,1265.9,1228.48,1247.19,3058770,-1.4406
2023-05-23,INFOSYS,1226.45,1253.94,1216.87,1235.41,1897315,-0.9449
2023-05-24,INFOSYS,1216.5,1246.01,1209.18,1227.6,2910427,-0.6319
2023-05-25,INFOSYS,1221.83,1244.51,1207.73,1226.12,4087971,-0.1202
2023-05-26,INFOSYS,1247.46,1268.11,1230.63,1249.37,2935644,1.8959
2023-05-29,INFOSYS,1263.37,1269.86,1232.33,1251.09,3415765,0.138
2023-05-30,INFOSYS,1243.0,1256.13,1219.0,1237.56,1931254,-1.0814
2023-05-31,INFOSYS,1244.57,1268.07,1230.59,1249.33,3864155,0.951
2023-06-01,INFOSYS,1253.2,1269.91,1232.38,1251.15,1950088,0.145
2023-06-02,INFOSYS,1242.93,1265.74,1228.33,1247.04,4548383,-0.3285
2023-06-05,INFOSYS,1284.69,1292.27,1254.08,1273.18,2607390,2.0963
2023-06-06,INFOSYS,1293.71,1307.89,1269.23,1288.56,2084716,1.2085
2023-06-07,INFOSYS,1277.72,1307.21,1268.57,1287.89,3272037,-0.0522
2023-06-08,INFOSYS,1284.98,1305.27,1266.69,1285.98,3618967,-0.148
2023-06-09,INFOSYS,1285.24,1299.51,1261.1,1280.3,3799181,-0.4417
2023-06-12,INFOSYS,1248.15,1273.01,1235.38,1254.19,2452845,-2.0394
2023-06-13,INFOSYS,1255.87,1267.99,1230.51,1249.25,2334199,-0.3943
2023-06-14,INFOSYS,1256.72,1268.48,1230.99,1249.74,2156620,0.0392
2023-06-15,INFOSYS,1217.61,1243.66,1206.9,1225.28,4066822,-1.957
2023-06-16,INFOSYS,1213.5,1223.48,1187.32,1205.4,4370954,-1.6224
2023-06-19,INFOSYS,1255.51,1266.55,1229.12,1247.84,1267355,3.5203
2023-06-20,INFOSYS,1273.01,1297.8,1259.44,1278.62,2574232,2.4668
2023-06-21,INFOSYS,1265.49,1283.88,1245.94,1264.91,1917808,-1.0722
2023-06-22,INFOSYS,1249.82,1270.09,1232.55,1251.32,2311722,-1.0746
2023-06-23,INFOSYS,1268.21,1280.84,1242.98,1261.91,1512821,0.8468
2023-06-26,INFOSYS,1255.86,1273.24,1235.61,1254.43,3397376,-0.5931
2023-06-27,INFOSYS,1263.09,1275.27,1237.58,1256.42,1218280,0.1591
2023-06-28,INFOSYS,1250.73,1274.77,1237.1,1255.94,3638262,-0.0388
2023-06-29,INFOSYS,1246.5,1265.71,1228.3,1247.0,1683744,-0.7113
2023-06-30,INFOSYS,1221.57,1237.68,1201.1,1219.39,2905558,-2.2146
2023-07-03,INFOSYS,1194.06,1222.67,1186.54,1204.6,2777061,-1.2122
2023-07-04,INFOSYS,1205.99,1215.88,1179.94,1197.91,5075447,-0.5557
2023-07-05,INFOSYS,1197.41,1204.64,1169.03,1186.83,2912913,-0.9246
2023-07-06,INFOSYS,1154.58,1182.34,1147.39,1164.86,1285309,-1.8511
2023-07-07,INFOSYS,1197.83,1212.21,1176.38,1194.29,1290311,2.5263
2023-07-10,INFOSYS,1193.23,1221.6,1185.5,1203.55,2524885,0.7752
2023-07-11,INFOSYS,1196.77,1217.94,1181.95,1199.94,4425723,-0.2996
2023-07-12,INFOSYS,1215.49,1229.99,1193.64,1211.82,3620489,0.9893
2023-07-13,INFOSYS,1201.88,1225.54,1189.31,1207.42,2542091,-0.3623
2023-07-14,INFOSYS,1242.46,1269.43,1231.91,1250.67,4652394,3.582
2023-07-17,INFOSYS,1310.21,1325.05,1285.89,1305.47,3409438,4.3813
2023-07-18,INFOSYS,1337.72,1359.13,1318.96,1339.04,2731501,2.5718
2023-07-19,INFOSYS,1352.05,1379.95,1339.16,1359.56,3887693,1.5319
2023-07-20,INFOSYS,1351.78,1372.53,1331.96,1352.24,2806813,-0.538
2023-07-21,INFOSYS,1318.03,1333.26,1293.85,1313.56,2448033,-2.861
2023-07-24,INFOSYS,1339.23,1360.33,1320.12,1340.22,2396099,2.0302
2023-07-25,INFOSYS,1324.02,1350.62,1310.7,1330.66,3416287,-0.7137
2023-07-26,INFOSYS,1338.64,1351.51,1311.57,1331.54,1976700,0.0664
2023-07-27,INFOSYS,1330.56,1360.53,1320.32,1340.42,3758256,0.6671
2023-07-28,INFOSYS,1364.29,1372.97,1332.39,1352.68,3317466,0.9143
2023-07-31,INFOSYS,1362.74,1380.65,1339.84,1360.25,4207644,0.5594
2023-08-01,INFOSYS,1342.34,1365.01,1324.67,1344.84,3369462,-1.1326
2023-08-02,INFOSYS,1353.52,1362.18,1321.92,1342.05,5459503,-0.2078
2023-08-03,INFOSYS,1328.69,1356.16,1316.07,1336.12,10972909,-0.4418
2023-08-04,INFOSYS,1353.8,1378.45,1337.7,1358.07,3050045,1.6434
2023-08-07,INFOSYS,1341.87,1372.05,1331.5,1351.77,2991607,-0.4639
2023-08-08,INFOSYS,1346.76,1366.9,1326.5,1346.7,3559313,-0.3753
2023-08-09,INFOSYS,1357.93,1369.24,1328.77,1349.0,6176897,0.1707
2023-08-10,INFOSYS,1336.17,1363.56,1323.26,1343.41,5864792,-0.4143
2023-08-11,INFOSYS,1344.38,1363.84,1323.53,1343.69,5110345,0.0205
2023-08-14,INFOSYS,1313.09,1342.47,1302.79,1322.63,4630484,-1.5668
2023-08-15,INFOSYS,1312.39,1320.17,1281.15,1300.66,2922621,-1.6614
2023-08-16,INFOSYS,1281.9,1309.07,1270.38,1289.73,1949048,-0.8407
2023-08-17,INFOSYS,1286.06,1315.91,1277.01,1296.46,3164440,0.5221
2023-08-18,INFOSYS,1275.28,1298.82,1260.43,1279.62,4185840,-1.2987
2023-08-21,INFOSYS,1280.6,1304.3,1265.75,1285.02,15488119,0.4219
2023-08-22,INFOSYS,1309.55,1323.62,1284.5,1304.06,1847127,1.4818
2023-08-23,INFOSYS,1273.06,1294.54,1256.28,1275.41,2012585,-2.197
2023-08-24,INFOSYS,1253.77,1276.45,1238.73,1257.59,1950470,-1.3973
2023-08-25,INFOSYS,1234.07,1250.66,1213.7,1232.18,2525267,-2.0206
2023-08-28,INFOSYS,1208.64,1224.71,1188.51,1206.61,4555275,-2.075
2023-08-29,INFOSYS,1171.25,1182.89,1147.93,1165.41,4130881,-3.4149
2023-08-30,INFOSYS,1179.25,1186.51,1151.44,1168.97,3531044,0.306
2023-08-31,INFOSYS,1143.08,1170.89,1136.28,1153.58,6280837,-1.3165
2023-09-01,INFOSYS,1161.41,1174.68,1139.96,1157.32,6268648,0.3241
2023-09-04,INFOSYS,1184.48,1191.8,1156.57,1174.19,2011916,1.4571
2023-09-05,INFOSYS,1157.06,1174.89,1140.17,1157.53,2209434,-1.4186
2023-09-06,INFOSYS,1166.7,1188.87,1153.73,1171.3,1863579,1.1895
