review_id,category,rating,sentiment_label,language,review_text
847,Food,5,Positive,English,good love love love amazing
848,Electronics,5,Positive,English,amazing amazing love excellent perfect
849,Electronics,3,Neutral,English,okay okay shipping shipping arrived
850,Electronics,5,Positive,English,amazing good love excellent happy
851,Electronics,5,Positive,English,amazing great love amazing happy
852,Clothing,1,Negative,English,bad refund terrible broke refund
853,Clothing,3,Neutral,English,item shipping shipping product product
854,Electronics,5,Positive,English,perfect love great good great
855,Electronics,5,Positive,Code-mixed,good amazing love good excellent vadiya
856,Clothing,3,Neutral,English,item arrived product average okay
857,Clothing,5,Positive,English,great love excellent perfect amazing
858,Electronics,5,Positive,English,amazing amazing great love perfect
859,Food,5,Positive,Code-mixed,great excellent amazing good love bahut accha
860,Electronics,3,Neutral,English,arrived product okay okay okay
861,Electronics,5,Positive,English,love perfect good love amazing
862,Electronics,3,Neutral,Code-mixed,arrived product arrived okay average theek hai
863,Beauty,3,Neutral,Code-mixed,okay shipping product item shipping theek hai
864,Electronics,5,Positive,English,happy love amazing great perfect
865,Food,5,Positive,English,great love excellent great happy
866,Electronics,3,Neutral,English,product average arrived product item
867,Clothing,5,Positive,Code-mixed,amazing love great perfect love superb kaam
868,Food,3,Neutral,English,arrived average average product shipping
869,Electronics,5,Positive,English,love perfect amazing good excellent
870,Clothing,5,Positive,Code-mixed,great love love great excellent m maza aa gaya
871,Beauty,5,Positive,Code-mixed,amazing perfect love love perfect vadiya
872,Electronics,1,Negative,English,broke worst refund unhappy waste
873,Electronics,3,Neutral,English,product shipping arrived shipping product
874,Electronics,5,Positive,Code-mixed,great good excellent perfect great superb kaam
875,Books,5,Positive,English,happy perfect love love perfect
876,Clothing,5,Positive,Code-mixed,happy excellent amazing happy good superb kaam
877,Food,5,Positive,English,great love perfect amazing great
878,Electronics,5,Positive,English,happy amazing good great love
879,Electronics,5,Positive,English,amazing excellent excellent perfect excellent
880,Electronics,3,Neutral,Code-mixed,okay okay okay item arrived theek hai
881,Food,5,Positive,English,excellent excellent great excellent excellent
882,Clothing,5,Positive,English,great excellent good perfect amazing
883,Food,5,Positive,English,excellent perfect happy great good
884,Electronics,5,Positive,English,great perfect amazing happy happy
885,Home,5,Positive,English,perfect amazing amazing excellent love
886,Electronics,5,Positive,English,amazing perfect good great great
887,Electronics,5,Positive,English,excellent amazing love happy excellent
888,Food,5,Positive,English,happy amazing amazing amazing great
889,Electronics,3,Neutral,English,average shipping item item arrived
890,Electronics,5,Positive,English,good love excellent great love
891,Electronics,5,Positive,English,great good good good perfect
892,Electronics,5,Positive,English,perfect happy love love happy
893,Home,5,Positive,English,happy great perfect good great
894,Clothing,3,Neutral,Code-mixed,shipping okay item shipping item theek hai
895,Electronics,5,Positive,English,excellent amazing great perfect amazing
896,Electronics,3,Neutral,English,okay average okay item product
897,Electronics,1,Negative,English,bad unhappy broke terrible waste
898,Electronics,5,Positive,English,great good excellent great happy
899,Electronics,5,Positive,English,good great perfect amazing perfect
900,Clothing,5,Positive,English,perfect good good good love
901,Clothing,3,Neutral,English,product average average item item
902,Electronics,3,Neutral,English,average shipping product okay item
903,Electronics,5,Positive,English,great good perfect great happy
904,Electronics,3,Neutral,English,product arrived arrived item product
905,Clothing,1,Negative,Code-mixed,terrible unhappy waste refund terrible paisa barbad
906,Electronics,5,Positive,English,great excellent perfect good great
907,Clothing,5,Positive,English,great great excellent good great
908,Clothing,1,Negative,English,unhappy refund bad waste broke
909,Electronics,5,Positive,English,good love amazing great amazing
910,Clothing,5,Positive,English,happy excellent amazing good excellent
911,Books,3,Neutral,English,shipping product okay average item
912,Electronics,5,Positive,English,happy amazing perfect happy perfect
913,Clothing,3,Neutral,English,shipping item okay arrived shipping
914,Beauty,5,Positive,English,excellent excellent excellent amazing perfect
915,Electronics,5,Positive,English,excellent excellent amazing excellent love
916,Electronics,5,Positive,English,good happy good amazing amazing
917,Beauty,5,Positive,English,great happy happy excellent amazing
918,Clothing,3,Neutral,English,shipping item shipping arrived item
919,Clothing,3,Neutral,English,shipping okay shipping product item
920,Electronics,1,Negative,English,waste unhappy broke refund refund
921,Home,5,Positive,English,excellent good great love perfect
922,Electronics,5,Positive,Code-mixed,happy excellent amazing good amazing m maza aa gaya
923,Electronics,5,Positive,English,amazing good perfect happy perfect
924,Clothing,5,Positive,English,happy good great amazing happy
925,Clothing,5,Positive,English,amazing love amazing amazing great
926,Clothing,1,Negative,English,broke waste broke unhappy worst
927,Electronics,3,Neutral,English,product product average item shipping
928,Electronics,5,Positive,English,perfect excellent happy love good
929,Electronics,5,Positive,Code-mixed,perfect amazing amazing great good bahut accha
930,Clothing,5,Positive,English,good good perfect love love
931,Clothing,1,Negative,Code-mixed,waste bad worst bad unhappy paisa barbad
932,Electronics,5,Positive,English,perfect excellent great love excellent
933,Clothing,5,Positive,English,love perfect good amazing good
934,Home,5,Positive,English,excellent excellent perfect happy perfect
935,Beauty,5,Positive,English,perfect excellent happy good love
936,Electronics,5,Positive,English,great love love amazing happy
937,Food,1,Negative,English,unhappy terrible bad worst waste
938,Electronics,3,Neutral,English,shipping average item okay item
939,Clothing,3,Neutral,English,item product okay arrived shipping
940,Electronics,5,Positive,English,perfect amazing love amazing excellent
941,Clothing,5,Positive,English,love happy good perfect happy
942,Electronics,3,Neutral,English,product arrived product item arrived
943,Books,5,Positive,Code-mixed,excellent happy great love love m maza aa gaya
944,Clothing,5,Positive,English,excellent love excellent excellent happy
945,Clothing,3,Neutral,English,product product okay product product
946,Clothing,5,Positive,English,amazing perfect good good great
947,Home,5,Positive,English,excellent happy amazing amazing perfect
948,Clothing,3,Neutral,English,product arrived okay shipping okay
949,Electronics,5,Positive,English,love happy excellent good great
950,Home,5,Positive,English,good perfect love great perfect
951,Beauty,5,Positive,English,amazing love love amazing good
952,Electronics,5,Positive,English,good amazing great love great
953,Clothing,5,Positive,English,good great perfect amazing excellent
954,Clothing,3,Neutral,Code-mixed,shipping product okay okay product theek hai
955,Electronics,5,Positive,English,perfect amazing happy good perfect
956,Clothing,5,Positive,English,perfect love great good excellent
957,Home,5,Positive,English,love love love excellent amazing
958,Electronics,5,Positive,Code-mixed,great great good great love bahut accha
959,Electronics,3,Neutral,English,okay arrived item item arrived
960,Clothing,5,Positive,Code-mixed,perfect great amazing perfect perfect bahut accha
961,Beauty,5,Positive,English,love love happy excellent happy
962,Clothing,5,Positive,English,excellent excellent love love great
963,Food,3,Neutral,English,okay arrived product okay okay
964,Books,3,Neutral,English,shipping arrived okay okay item
965,Electronics,5,Positive,English,amazing happy excellent excellent good
966,Electronics,3,Neutral,English,product average average item okay
967,Food,5,Positive,English,excellent love amazing great happy
968,Food,3,Neutral,English,average okay average average okay
969,Beauty,5,Positive,English,amazing excellent amazing love amazing
970,Clothing,5,Positive,English,great perfect love love good
971,Electronics,3,Neutral,English,product arrived arrived product item
972,Clothing,5,Positive,English,amazing amazing excellent excellent love
973,Electronics,3,Neutral,English,shipping average item okay okay
974,Electronics,3,Neutral,English,shipping item arrived item arrived
975,Electronics,5,Positive,Code-mixed,excellent good great love love superb kaam
976,Electronics,3,Neutral,English,product item okay average okay
977,Electronics,5,Positive,English,love perfect excellent excellent perfect
978,Electronics,5,Positive,English,amazing great amazing good perfect
979,Clothing,5,Positive,English,excellent excellent amazing love good
980,Electronics,5,Positive,Code-mixed,amazing love good amazing amazing vadiya
981,Clothing,5,Positive,English,good good excellent perfect perfect
982,Electronics,5,Positive,English,happy good excellent love good
983,Clothing,5,Positive,English,excellent happy great amazing amazing
984,Clothing,5,Positive,English,good love amazing happy good
985,Electronics,5,Positive,English,perfect excellent happy excellent amazing
986,Books,3,Neutral,English,shipping okay arrived product arrived
987,Electronics,3,Neutral,English,okay item okay product okay
988,Clothing,5,Positive,English,good good good happy love
989,Electronics,5,Positive,English,excellent good love great amazing
990,Electronics,5,Positive,English,amazing good excellent happy great
991,Clothing,5,Positive,English,love happy great excellent happy
992,Electronics,5,Positive,English,perfect good love great great
993,Home,5,Positive,English,happy happy great perfect perfect
994,Clothing,5,Positive,English,happy love amazing happy great
995,Clothing,5,Positive,English,amazing great good happy excellent
996,Clothing,3,Neutral,English,item arrived average okay average
997,Electronics,3,Neutral,English,okay item shipping product item
998,Clothing,5,Positive,English,amazing perfect amazing love happy
999,Electronics,5,Positive,English,great perfect amazing amazing love
1000,Electronics,5,Positive,English,excellent excellent excellent amazing excellent
1001,Electronics,5,Positive,English,excellent excellent excellent amazing love
1002,Beauty,3,Neutral,English,average product arrived average product
1003,Clothing,5,Positive,Code-mixed,perfect perfect love great great bahut accha
1004,Clothing,5,Positive,English,love happy great good amazing
1005,Beauty,5,Positive,English,amazing happy good amazing amazing
1006,Electronics,1,Negative,English,waste refund refund worst broke
1007,Food,5,Positive,English,happy perfect good good happy
1008,Electronics,3,Neutral,English,product okay average okay okay
1009,Electronics,5,Positive,English,perfect excellent amazing amazing perfect
1010,Clothing,5,Positive,Code-mixed,great amazing excellent amazing happy superb kaam
1011,Electronics,1,Negative,English,broke worst waste terrible terrible
1012,Electronics,5,Positive,English,perfect excellent love excellent perfect
1013,Books,1,Negative,English,broke refund terrible refund waste
1014,Books,3,Neutral,English,shipping shipping shipping product average
1015,Electronics,5,Positive,English,happy good excellent perfect perfect
1016,Electronics,5,Positive,English,great perfect happy great excellent
1017,Electronics,5,Positive,English,amazing good love good great
1018,Electronics,5,Positive,English,happy great love excellent excellent
1019,Food,5,Positive,English,happy great love good happy
1020,Food,5,Positive,English,great good love excellent love
1021,Clothing,5,Positive,English,happy happy great perfect happy
1022,Electronics,5,Positive,English,perfect excellent love amazing perfect
1023,Clothing,5,Positive,English,happy happy great great amazing
1024,Clothing,5,Positive,English,good happy excellent happy love
1025,Electronics,3,Neutral,English,product arrived okay average shipping
1026,Electronics,5,Positive,English,love amazing happy amazing amazing
1027,Electronics,5,Positive,English,amazing perfect perfect perfect happy
1028,Clothing,5,Positive,English,excellent great excellent great perfect
1029,Electronics,5,Positive,Code-mixed,perfect love amazing excellent happy superb kaam
1030,Electronics,5,Positive,English,excellent amazing happy perfect great
1031,Electronics,3,Neutral,Code-mixed,arrived product average okay arrived theek hai
1032,Electronics,5,Positive,Code-mixed,excellent happy perfect great excellent bahut accha
1033,Electronics,5,Positive,English,excellent perfect great happy amazing
1034,Electronics,5,Positive,English,perfect good good amazing good
1035,Electronics,1,Negative,English,bad unhappy broke broke unhappy
1036,Electronics,1,Negative,English,waste waste unhappy refund unhappy
1037,Clothing,5,Positive,English,perfect amazing happy good amazing
1038,Electronics,5,Positive,English,perfect love amazing good love
1039,Clothing,5,Positive,English,excellent happy good perfect good
1040,Electronics,5,Positive,English,perfect happy perfect love excellent
1041,Clothing,5,Positive,English,amazing perfect great amazing perfect
1042,Books,5,Positive,English,love love happy happy happy
1043,Electronics,5,Positive,English,great happy good happy happy
1044,Clothing,5,Positive,English,good amazing amazing happy good
1045,Electronics,3,Neutral,English,arrived okay okay product shipping
1046,Clothing,5,Positive,English,love happy good amazing excellent
1047,Clothing,5,Positive,English,perfect perfect good good great
1048,Books,5,Positive,English,excellent good perfect love great
1049,Beauty,1,Negative,English,waste broke worst worst broke
1050,Clothing,5,Positive,English,love great good great good
1051,Clothing,3,Neutral,English,arrived shipping shipping arrived average
1052,Food,3,Neutral,English,okay average okay average shipping
1053,Home,5,Positive,English,good happy great happy great
1054,Electronics,1,Negative,English,worst worst worst broke refund
1055,Electronics,5,Positive,English,happy excellent happy excellent great
1056,Electronics,5,Positive,English,excellent love good great happy
1057,Clothing,5,Positive,English,perfect good good love amazing
1058,Clothing,5,Positive,English,happy amazing excellent happy great
1059,Electronics,1,Negative,English,broke bad worst bad waste
1060,Electronics,5,Positive,English,love good excellent excellent perfect
1061,Clothing,3,Neutral,English,shipping okay arrived product average
1062,Home,5,Positive,English,good love happy amazing happy
1063,Electronics,5,Positive,English,perfect perfect amazing good happy
1064,Food,1,Negative,English,refund waste bad terrible unhappy
1065,Beauty,5,Positive,English,excellent good great great love
1066,Electronics,5,Positive,English,amazing good great excellent perfect
1067,Food,5,Positive,Code-mixed,perfect happy love great love vadiya
1068,Electronics,3,Neutral,English,arrived product product arrived shipping
1069,Electronics,5,Positive,English,amazing happy good great love
1070,Food,5,Positive,English,perfect amazing love great excellent
1071,Electronics,5,Positive,English,happy amazing perfect excellent happy
1072,Electronics,1,Negative,English,broke worst refund bad terrible
1073,Electronics,5,Positive,English,happy excellent good great amazing
1074,Clothing,5,Positive,English,amazing amazing excellent great good
1075,Electronics,5,Positive,English,love great happy perfect happy
1076,Electronics,5,Positive,English,love love great happy happy
1077,Clothing,5,Positive,English,good amazing love good love
1078,Clothing,3,Neutral,English,okay arrived item product product
1079,Food,5,Positive,Code-mixed,happy love great amazing amazing bahut accha
1080,Electronics,3,Neutral,English,arrived average arrived okay product
1081,Books,5,Positive,English,good amazing perfect great perfect
1082,Electronics,5,Positive,English,love happy perfect excellent great
1083,Clothing,5,Positive,English,good excellent excellent perfect amazing
1084,Clothing,5,Positive,English,happy happy amazing amazing excellent
1085,Clothing,5,Positive,English,love great amazing love great
1086,Beauty,5,Positive,English,perfect amazing excellent happy amazing
1087,Electronics,5,Positive,English,great amazing good love amazing
1088,Electronics,5,Positive,English,happy perfect perfect happy perfect
1089,Electronics,5,Positive,English,great love good perfect happy
1090,Electronics,5,Positive,English,good amazing happy amazing perfect
1091,Electronics,3,Neutral,Code-mixed,average shipping item product average theek hai
1092,Electronics,5,Positive,English,excellent excellent love good excellent
1093,Electronics,1,Negative,English,terrible refund terrible terrible terrible
1094,Electronics,5,Positive,English,happy excellent love great love
1095,Clothing,5,Positive,English,amazing love excellent good love
1096,Electronics,5,Positive,English,amazing good amazing excellent amazing
1097,Electronics,5,Positive,English,happy good great amazing amazing
1098,Clothing,1,Negative,English,bad broke broke bad worst
1099,Clothing,5,Positive,English,good perfect happy excellent good
1100,Electronics,1,Negative,Code-mixed,unhappy bad unhappy worst broke bekar quality
1101,Electronics,5,Positive,English,perfect amazing good love amazing
1102,Electronics,5,Positive,English,love love happy perfect perfect
1103,Clothing,5,Positive,Code-mixed,great happy good happy good superb kaam
1104,Clothing,5,Positive,English,love excellent happy good perfect
1105,Electronics,5,Positive,English,perfect amazing amazing amazing excellent
1106,Electronics,5,Positive,English,great excellent love love great
1107,Books,5,Positive,English,love love love excellent great
1108,Electronics,3,Neutral,English,average item arrived average okay
1109,Electronics,3,Neutral,English,average product average average arrived
1110,Electronics,5,Positive,English,perfect perfect amazing love amazing
1111,Beauty,5,Positive,English,happy good good amazing perfect
1112,Clothing,5,Positive,English,happy excellent perfect happy good
1113,Electronics,1,Negative,English,worst broke refund bad unhappy
1114,Electronics,5,Positive,English,excellent excellent excellent love perfect
1115,Electronics,1,Negative,English,unhappy bad terrible waste worst
1116,Electronics,5,Positive,English,love amazing excellent excellent excellent
1117,Electronics,5,Positive,Code-mixed,amazing happy excellent happy amazing m maza aa gaya
1118,Electronics,5,Positive,English,amazing love happy excellent love
1119,Electronics,5,Positive,Code-mixed,love happy good amazing excellent vadiya
1120,Beauty,1,Negative,Code-mixed,terrible unhappy terrible worst worst paisa barbad
1121,Clothing,5,Positive,English,amazing happy great love perfect
1122,Beauty,5,Positive,English,amazing perfect perfect happy perfect
1123,Electronics,3,Neutral,English,shipping okay average product product
1124,Clothing,5,Positive,English,amazing amazing great good perfect
1125,Home,3,Neutral,English,arrived arrived average arrived product
1126,Clothing,5,Positive,Code-mixed,perfect happy perfect happy happy vadiya
1127,Electronics,3,Neutral,English,item shipping shipping average shipping
1128,Electronics,5,Positive,English,happy great excellent perfect happy
1129,Electronics,5,Positive,Code-mixed,happy love love amazing good superb kaam
1130,Electronics,5,Positive,English,good happy love perfect amazing
1131,Books,3,Neutral,English,average arrived arrived product product
1132,Electronics,5,Positive,Code-mixed,great perfect perfect good good superb kaam
1133,Books,5,Positive,English,good excellent perfect perfect great
1134,Books,5,Positive,English,good great good amazing excellent
1135,Clothing,5,Positive,English,happy great excellent excellent good
1136,Electronics,3,Neutral,English,product arrived item product product
1137,Electronics,5,Positive,English,love perfect amazing good great
1138,Electronics,5,Positive,English,excellent perfect love happy love
1139,Electronics,5,Positive,English,happy perfect happy good love
1140,Electronics,3,Neutral,English,arrived shipping average product average
1141,Electronics,5,Positive,English,love good happy love excellent
1142,Clothing,3,Neutral,English,average arrived product arrived average
1143,Electronics,5,Positive,English,great excellent amazing good perfect
1144,Electronics,5,Positive,English,amazing love perfect good good
1145,Home,3,Neutral,English,product product average shipping average
1146,Electronics,5,Positive,English,excellent amazing perfect love love
1147,Clothing,3,Neutral,English,product okay item shipping arrived
1148,Food,1,Negative,English,terrible terrible terrible worst worst
1149,Clothing,3,Neutral,English,okay arrived shipping okay item
1150,Food,5,Positive,Code-mixed,amazing happy amazing good good superb kaam
1151,Books,3,Neutral,English,item product item shipping item
1152,Electronics,5,Positive,English,amazing perfect great perfect amazing
1153,Food,5,Positive,English,amazing amazing great love excellent
1154,Food,5,Positive,Code-mixed,good excellent amazing great excellent superb kaam
1155,Books,5,Positive,English,excellent love happy happy great
1156,Books,5,Positive,English,amazing amazing great great happy
1157,Home,5,Positive,English,great happy excellent great love
1158,Electronics,5,Positive,English,excellent good amazing love happy
1159,Beauty,5,Positive,Code-mixed,perfect happy great perfect good bahut accha
1160,Books,5,Positive,English,good excellent love excellent happy
1161,Electronics,5,Positive,English,great great happy perfect perfect
1162,Electronics,5,Positive,English,perfect excellent excellent excellent perfect
1163,Electronics,5,Positive,Code-mixed,great amazing great excellent good superb kaam
1164,Electronics,3,Neutral,English,arrived okay average item item
1165,Clothing,3,Neutral,Code-mixed,okay product shipping arrived shipping theek hai
1166,Books,5,Positive,English,happy great perfect love happy
1167,Food,5,Positive,Code-mixed,great good amazing perfect excellent bahut accha
1168,Electronics,5,Positive,English,love perfect good excellent excellent
1169,Electronics,5,Positive,English,perfect good amazing happy happy
1170,Electronics,5,Positive,English,love great perfect great love
1171,Electronics,3,Neutral,English,product product okay okay shipping
1172,Electronics,3,Neutral,English,okay arrived average okay shipping
1173,Electronics,5,Positive,English,happy perfect great amazing perfect
1174,Clothing,3,Neutral,English,item item okay product product
1175,Electronics,1,Negative,English,terrible bad terrible bad worst
1176,Electronics,5,Positive,English,perfect good good perfect perfect
1177,Electronics,5,Positive,Code-mixed,good good great happy good vadiya
1178,Electronics,5,Positive,English,amazing good great love great
1179,Food,5,Positive,Code-mixed,happy amazing amazing love happy vadiya
1180,Electronics,3,Neutral,English,arrived product item product okay
1181,Electronics,1,Negative,English,broke waste waste waste refund
1182,Electronics,5,Positive,English,good happy happy amazing great
1183,Food,5,Positive,English,great perfect good good amazing
1184,Beauty,5,Positive,English,amazing happy excellent perfect amazing
1185,Books,5,Positive,English,excellent excellent excellent love excellent
1186,Beauty,3,Neutral,Code-mixed,shipping item product average product theek hai
1187,Beauty,5,Positive,English,perfect amazing excellent good great
1188,Electronics,5,Positive,English,great perfect happy happy great
1189,Clothing,5,Positive,English,love love love great love
1190,Electronics,5,Positive,English,happy great love good perfect
1191,Beauty,5,Positive,Code-mixed,great excellent love good amazing m maza aa gaya
1192,Electronics,5,Positive,English,amazing happy love perfect happy
1193,Clothing,5,Positive,English,great excellent excellent amazing perfect
1194,Electronics,1,Negative,Code-mixed,waste refund refund worst bad paisa barbad
1195,Clothing,3,Neutral,English,item product okay item product
1196,Electronics,5,Positive,English,perfect happy amazing excellent good
1197,Electronics,5,Positive,English,love amazing great perfect happy
1198,Electronics,5,Positive,English,excellent excellent love happy good
1199,Electronics,1,Negative,English,worst terrible worst terrible bad
1200,Clothing,5,Positive,English,great good great love excellent
1201,Electronics,3,Neutral,English,average shipping item average shipping
1202,Clothing,5,Positive,English,amazing perfect happy love great
1203,Clothing,1,Negative,English,bad waste refund bad bad
1204,Electronics,5,Positive,English,love good excellent happy amazing
1205,Food,3,Neutral,English,item product arrived shipping okay
1206,Books,3,Neutral,English,shipping okay item product arrived
1207,Clothing,5,Positive,English,excellent love excellent perfect perfect
1208,Electronics,5,Positive,English,excellent amazing amazing happy amazing
1209,Clothing,5,Positive,English,happy love amazing perfect amazing
1210,Clothing,5,Positive,English,amazing love excellent good amazing
1211,Electronics,5,Positive,Code-mixed,amazing excellent excellent love perfect vadiya
1212,Electronics,5,Positive,English,perfect perfect amazing amazing perfect
1213,Books,3,Neutral,English,arrived average product arrived arrived
1214,Electronics,5,Positive,English,great love perfect perfect happy
1215,Electronics,3,Neutral,English,arrived average product arrived shipping
1216,Clothing,1,Negative,English,waste broke unhappy terrible terrible
1217,Electronics,3,Neutral,English,arrived shipping shipping item arrived
1218,Electronics,1,Negative,English,bad bad terrible broke unhappy
1219,Electronics,5,Positive,Code-mixed,love amazing good perfect excellent vadiya
1220,Food,5,Positive,English,great happy happy good happy
1221,Books,1,Negative,English,unhappy unhappy broke worst unhappy
1222,Electronics,3,Neutral,English,arrived product okay shipping product
1223,Electronics,5,Positive,English,happy good excellent love amazing
1224,Books,1,Negative,English,unhappy broke worst unhappy waste
1225,Food,5,Positive,English,perfect excellent love great perfect
1226,Food,5,Positive,English,amazing amazing happy good love
1227,Electronics,5,Positive,English,great good perfect love great
1228,Food,3,Neutral,English,okay arrived arrived item item
1229,Food,5,Positive,English,good excellent happy good amazing
1230,Clothing,5,Positive,English,happy amazing happy happy love
1231,Clothing,5,Positive,English,good happy happy great perfect
1232,Beauty,3,Neutral,English,average arrived shipping shipping arrived
1233,Electronics,5,Positive,English,good amazing excellent perfect amazing
1234,Clothing,5,Positive,English,perfect amazing perfect good great
1235,Beauty,5,Positive,English,great happy love happy amazing
1236,Beauty,5,Positive,English,great perfect excellent great perfect
1237,Electronics,5,Positive,English,happy perfect amazing excellent excellent
1238,Home,5,Positive,English,love great perfect happy happy
1239,Food,5,Positive,English,happy love amazing perfect happy
1240,Electronics,1,Negative,Code-mixed,unhappy unhappy waste worst worst cheated
1241,Food,5,Positive,English,love excellent excellent perfect happy
1242,Electronics,5,Positive,English,happy love love great love
1243,Clothing,5,Positive,Code-mixed,good great great amazing great superb kaam
1244,Home,5,Positive,English,love good excellent great good
1245,Electronics,5,Positive,English,great love happy excellent happy
1246,Clothing,5,Positive,English,love perfect perfect love love
1247,Electronics,5,Positive,English,love excellent excellent great love
1248,Food,3,Neutral,English,item okay item okay arrived
1249,Beauty,5,Positive,Code-mixed,happy good perfect perfect great bahut accha
1250,Beauty,3,Neutral,English,shipping average product shipping item
1251,Electronics,5,Positive,English,happy happy perfect great happy
1252,Electronics,3,Neutral,English,arrived okay okay item average
1253,Electronics,5,Positive,English,excellent excellent perfect excellent good
1254,Food,3,Neutral,English,product okay average average product
1255,Electronics,1,Negative,English,unhappy bad bad refund refund
1256,Electronics,5,Positive,English,amazing happy love perfect excellent
1257,Electronics,1,Negative,English,terrible bad broke terrible broke
1258,Food,5,Positive,English,amazing amazing perfect excellent great
1259,Food,3,Neutral,English,item product shipping shipping average
1260,Clothing,1,Negative,English,unhappy refund bad broke worst
1261,Clothing,3,Neutral,English,item product average product average
1262,Clothing,5,Positive,English,good amazing perfect great perfect
1263,Food,5,Positive,English,love good love love good
1264,Clothing,3,Neutral,English,okay product okay shipping item
1265,Books,5,Positive,English,perfect love love excellent excellent
1266,Electronics,3,Neutral,English,item average okay average okay
1267,Electronics,5,Positive,Code-mixed,good perfect great amazing happy m maza aa gaya
1268,Electronics,5,Positive,Code-mixed,love amazing happy good perfect m maza aa gaya
1269,Electronics,5,Positive,English,perfect good love excellent love
1270,Books,3,Neutral,English,average average average average product
1271,Food,3,Neutral,English,okay okay item shipping average
1272,Clothing,5,Positive,English,great perfect love happy amazing
1273,Electronics,5,Positive,English,good happy great great amazing
1274,Electronics,3,Neutral,English,average average arrived average okay
1275,Electronics,5,Positive,English,love happy love excellent excellent
1276,Beauty,5,Positive,English,love perfect excellent love love
1277,Electronics,3,Neutral,English,shipping average shipping okay arrived
1278,Electronics,5,Positive,Code-mixed,happy love great great happy bahut accha
1279,Beauty,1,Negative,English,broke worst terrible terrible worst
1280,Clothing,5,Positive,Code-mixed,excellent happy good happy perfect m maza aa gaya
1281,Clothing,3,Neutral,English,item average item average okay
1282,Books,5,Positive,English,good good love perfect amazing
1283,Beauty,5,Positive,English,great great love perfect love
1284,Electronics,5,Positive,English,amazing amazing love good perfect
1285,Electronics,5,Positive,English,amazing love good good happy
1286,Food,5,Positive,English,amazing perfect good amazing good
1287,Books,5,Positive,English,great excellent excellent excellent perfect
1288,Clothing,1,Negative,English,unhappy worst refund unhappy refund
1289,Electronics,5,Positive,English,happy perfect excellent amazing love
1290,Electronics,5,Positive,English,love good amazing good excellent
1291,Electronics,5,Positive,English,good great happy love love
1292,Electronics,5,Positive,Code-mixed,good happy excellent perfect excellent superb kaam
1293,Food,3,Neutral,English,arrived average item shipping product
1294,Electronics,1,Negative,English,terrible terrible terrible unhappy refund
1295,Electronics,5,Positive,English,great love excellent love happy
1296,Electronics,5,Positive,Code-mixed,love amazing good happy great superb kaam
1297,Clothing,5,Positive,English,happy perfect perfect good happy
1298,Clothing,3,Neutral,English,product okay product arrived arrived
1299,Electronics,1,Negative,Code-mixed,terrible bad refund bad refund bekar quality
1300,Books,5,Positive,English,perfect amazing amazing good love
1301,Beauty,5,Positive,English,amazing good great great excellent
1302,Clothing,5,Positive,Code-mixed,love amazing happy love happy bahut accha
1303,Clothing,5,Positive,Code-mixed,love amazing amazing good great superb kaam
1304,Electronics,1,Negative,Code-mixed,unhappy terrible broke bad worst paisa barbad
1305,Electronics,5,Positive,English,love love love happy happy
1306,Food,3,Neutral,English,product product arrived product average
1307,Electronics,3,Neutral,English,shipping item average product product
1308,Electronics,5,Positive,English,love happy amazing excellent happy
1309,Electronics,3,Neutral,English,item arrived okay shipping okay
1310,Electronics,3,Neutral,English,okay arrived average average item
1311,Electronics,5,Positive,English,amazing great excellent great excellent
1312,Electronics,5,Positive,Code-mixed,good perfect excellent good amazing m maza aa gaya
1313,Electronics,5,Positive,English,happy good perfect love good
1314,Books,5,Positive,English,amazing perfect amazing amazing perfect
1315,Beauty,5,Positive,English,great excellent happy love perfect
1316,Electronics,5,Positive,English,excellent amazing great good perfect
1317,Home,3,Neutral,English,product product arrived item item
1318,Electronics,5,Positive,English,love good amazing happy great
1319,Clothing,5,Positive,Code-mixed,good perfect great good amazing vadiya
1320,Clothing,3,Neutral,English,shipping item average okay shipping
1321,Books,3,Neutral,Code-mixed,arrived average product item average theek hai
1322,Clothing,3,Neutral,English,shipping arrived okay shipping okay
1323,Electronics,5,Positive,English,love amazing good perfect excellent
1324,Electronics,5,Positive,English,perfect perfect amazing amazing happy
1325,Electronics,5,Positive,Code-mixed,love happy amazing good perfect vadiya
1326,Electronics,5,Positive,English,excellent excellent amazing happy amazing
1327,Home,5,Positive,English,happy amazing good good good
1328,Clothing,5,Positive,English,great good perfect love great
1329,Books,3,Neutral,English,arrived shipping product item product
1330,Electronics,5,Positive,English,love amazing love excellent amazing
1331,Electronics,5,Positive,English,good great good perfect happy
1332,Electronics,5,Positive,English,perfect love happy amazing excellent
1333,Books,3,Neutral,English,average arrived okay arrived arrived
1334,Electronics,5,Positive,English,love perfect perfect perfect perfect
1335,Beauty,5,Positive,English,excellent excellent great good amazing
1336,Electronics,1,Negative,Code-mixed,worst worst waste bad terrible cheated
1337,Clothing,5,Positive,English,excellent love good great love
1338,Food,5,Positive,English,great good happy perfect love
1339,Electronics,5,Positive,Code-mixed,happy happy perfect perfect amazing m maza aa gaya
1340,Food,5,Positive,Code-mixed,amazing happy great love love bahut accha
1341,Food,5,Positive,English,happy good love amazing good
1342,Electronics,3,Neutral,English,okay item item okay shipping
1343,Clothing,1,Negative,English,refund terrible unhappy worst waste
1344,Electronics,5,Positive,English,happy amazing happy love excellent
